temperature_c,ph,dissolved_oxygen_mg_l,salinity_ppt,ammonia_mg_l,feed_kg_day,shrimp_age_days,stocking_density_per_m2,high_risk
28.4,7.56,4.59,19.96,0.156,38.41,41,53.8,0
26.57,7.27,4.87,22.92,0.021,44.8,91,76.7,0
29.67,8.93,5.61,9.1,0.193,17.08,90,47.2,0
29.1,7.7,3.45,13.51,0.137,29.21,74,49.4,0
29.96,8.96,4.15,18.32,0.183,48.9,78,50.7,0
30.02,8.57,4.8,21.78,0.088,37.05,109,48.0,0
30.21,6.84,4.76,26.53,0.015,51.22,100,80.3,0
28.25,7.43,7.3,16.7,0.199,48.37,100,32.4,0
33.24,7.43,5.29,16.1,0.06,22.23,43,30.5,0
29.47,7.76,2.98,12.76,0.024,57.23,17,40.1,0
25.28,7.77,5.52,19.98,0.13,23.36,65,71.1,0
27.0,9.45,5.68,16.22,0.367,30.53,50,36.3,1
25.52,7.21,4.84,16.36,0.052,45.44,50,51.5,0
29.03,7.93,3.48,17.44,0.063,65.51,72,61.1,1
28.76,8.14,7.2,21.31,0.207,26.94,121,56.7,0
28.06,7.8,3.66,14.62,0.096,44.22,106,60.3,0
33.02,7.86,5.83,13.37,0.199,44.34,91,66.3,1
30.1,7.23,5.25,20.59,0.091,51.86,95,49.6,0
30.45,7.86,5.75,2.0,0.079,59.76,59,38.1,0
27.14,8.08,7.13,14.38,0.054,35.94,75,47.2,0
27.0,7.98,5.7,11.09,0.147,57.18,62,39.9,0
29.07,8.11,4.3,25.22,0.054,61.95,107,82.8,0
29.35,8.58,6.38,15.35,0.075,68.76,128,37.0,0
25.29,8.32,4.21,14.64,0.259,49.53,62,52.2,1
28.64,7.84,5.2,17.71,0.479,44.36,96,22.5,0
29.03,7.16,3.38,14.43,0.162,34.88,16,47.0,1
28.57,7.47,3.71,15.58,0.266,20.12,58,40.7,0
27.37,7.68,5.06,18.58,0.083,37.83,114,55.1,0
27.92,7.94,5.46,15.47,0.093,43.69,92,55.5,0
28.65,7.54,2.87,15.42,0.135,40.36,73,66.3,1
29.18,7.29,5.62,11.94,0.061,50.97,35,65.1,0
30.21,7.15,3.98,11.08,0.078,20.19,107,44.0,0
31.16,6.89,6.6,18.36,0.194,39.27,126,30.8,0
28.41,7.67,4.56,19.84,0.117,71.92,57,32.6,0
28.09,6.99,3.6,9.43,0.102,56.93,107,49.5,0
29.88,7.25,5.09,22.56,0.098,51.24,80,47.4,0
30.22,7.58,3.85,22.58,0.043,47.86,57,48.9,0
28.13,7.07,6.59,23.85,0.131,36.52,49,37.0,0
30.58,8.01,5.0,19.8,0.061,15.69,70,66.6,0
30.96,8.21,4.81,21.82,0.02,48.86,59,22.9,0
31.58,7.5,5.74,31.11,0.037,5.27,84,36.1,0
32.56,7.56,3.74,16.19,0.099,37.12,27,28.8,0
27.27,8.1,3.39,11.73,0.182,41.95,67,41.9,0
29.03,7.41,5.51,8.8,0.219,35.29,98,63.7,0
29.02,7.37,3.63,28.53,0.028,74.57,111,40.7,0
28.8,8.46,3.62,28.61,0.169,69.37,43,46.5,0
27.7,8.29,6.05,12.45,0.382,57.49,82,55.0,0
26.03,8.13,5.66,13.64,0.227,28.12,46,40.0,0
29.19,8.31,3.43,16.06,0.127,70.82,104,50.7,1
27.46,6.71,4.23,25.35,0.135,51.28,52,48.8,0
29.17,8.54,3.87,10.28,0.124,27.87,90,28.0,0
27.41,8.02,7.22,6.2,0.073,42.49,61,38.0,0
26.8,8.36,6.13,31.01,0.235,56.38,42,50.3,0
29.47,8.01,4.47,19.87,0.047,33.02,79,64.2,0
29.3,7.83,5.72,20.73,0.132,44.11,84,64.2,0
30.16,7.65,3.3,16.77,0.251,46.75,91,76.4,1
33.37,8.0,4.16,20.79,0.128,25.49,104,52.3,0
29.55,7.63,5.13,8.91,0.026,37.95,91,38.8,0
29.97,8.28,5.57,12.95,0.314,26.62,112,44.0,0
26.84,6.93,4.88,18.63,0.106,55.03,60,43.3,0
26.43,7.5,5.31,4.37,0.033,28.38,71,38.9,0
32.17,8.92,5.1,16.18,0.406,46.38,67,50.7,1
27.15,7.46,4.8,15.82,0.092,21.15,79,51.4,0
26.91,7.67,4.63,16.18,0.055,25.0,26,27.4,0
28.92,7.31,4.47,14.69,0.138,24.27,112,61.3,0
28.82,7.98,5.29,12.02,0.037,37.66,72,17.4,0
27.19,7.4,5.51,7.07,0.073,44.71,76,41.7,0
28.39,7.7,5.25,18.87,0.288,47.47,115,62.2,0
31.46,8.27,3.53,16.2,0.093,15.42,65,54.1,0
27.39,7.42,3.75,9.75,0.161,39.47,65,39.6,0
26.21,8.23,5.5,18.38,0.297,30.74,77,74.5,0
30.89,8.25,6.84,16.23,0.091,50.01,122,38.4,0
29.98,8.38,5.19,15.23,0.053,37.99,40,15.0,0
27.76,7.88,4.49,5.06,0.185,40.79,28,51.8,0
25.84,9.5,5.28,22.1,0.031,30.83,22,18.3,1
27.51,8.38,3.58,10.6,0.047,67.87,98,32.5,0
28.89,7.98,6.64,18.38,0.025,22.75,11,54.3,0
31.33,7.32,5.23,13.15,0.282,36.0,94,38.1,0
26.93,7.75,4.16,15.67,0.12,43.61,116,53.7,0
28.83,8.58,4.79,24.91,0.19,38.23,91,27.6,0
30.35,8.74,4.34,21.19,0.051,30.54,30,57.9,0
24.24,8.61,6.64,24.78,0.156,14.82,89,19.6,0
31.07,8.23,4.75,19.98,0.161,31.63,63,64.8,0
26.64,7.11,5.19,20.38,0.405,27.61,12,37.9,0
29.66,8.07,5.72,7.31,0.178,67.19,33,68.0,1
29.49,7.12,4.07,16.09,0.219,75.97,99,32.4,0
31.17,6.98,5.24,16.65,0.128,41.24,77,73.9,0
30.1,7.93,5.34,25.34,0.004,20.93,69,30.6,0
24.25,8.09,3.06,14.96,0.146,53.07,103,18.1,1
27.43,8.3,5.32,19.59,0.099,27.28,72,45.6,0
29.28,8.07,4.94,19.35,0.095,33.76,126,63.5,0
28.61,8.09,5.16,24.95,0.076,32.57,16,56.9,0
29.96,7.26,5.04,17.2,0.095,34.49,44,62.4,0
30.58,7.74,5.32,22.97,0.064,36.68,32,57.2,0
30.22,6.97,6.67,7.77,0.204,22.3,59,32.7,0
28.57,6.7,3.53,8.32,0.043,31.47,119,56.5,0
25.31,8.21,4.57,4.3,0.368,57.3,59,46.4,1
28.09,7.39,5.83,22.72,0.191,41.5,47,34.4,0
29.83,8.28,5.6,22.04,0.245,43.88,20,47.7,0
26.82,8.41,5.57,23.38,0.047,8.52,57,44.2,0
30.26,7.46,8.44,13.94,0.071,56.22,37,66.2,0
30.82,8.12,5.77,14.62,0.124,31.72,32,37.3,0
29.25,7.44,6.41,17.27,0.115,58.86,26,36.6,0
22.87,6.78,4.62,26.66,0.191,44.31,85,34.5,0
26.44,7.87,3.76,28.16,0.115,33.57,95,73.5,0
32.77,7.54,4.61,22.76,0.382,16.83,98,35.4,1
27.91,7.56,5.89,19.99,0.048,74.62,16,64.5,0
25.03,8.89,5.51,26.01,0.038,54.05,120,29.5,0
31.47,6.96,5.5,16.46,0.068,54.95,70,52.6,1
29.03,8.01,4.73,15.65,0.095,69.28,77,48.9,0
31.21,7.25,4.53,17.23,0.26,45.36,115,63.5,0
29.55,8.3,4.78,12.13,0.153,62.29,43,61.3,0
29.92,7.96,5.91,16.95,0.006,34.82,70,46.2,0
29.73,8.01,6.05,11.3,0.102,53.06,18,36.9,0
30.39,7.28,3.74,24.15,0.079,32.55,69,69.4,0
33.55,7.38,5.95,21.26,0.105,34.44,41,35.4,0
30.94,8.31,4.19,26.58,0.095,43.46,31,11.0,0
25.84,8.77,5.59,8.22,0.344,22.99,84,17.1,1
29.89,8.06,4.76,29.41,0.232,46.94,25,20.8,0
31.28,7.31,6.96,8.57,0.072,37.32,126,53.9,0
31.41,7.99,4.48,10.81,0.113,12.19,37,78.2,0
28.15,9.14,5.22,14.28,0.088,35.14,19,14.4,0
31.33,7.86,5.76,25.85,0.011,36.82,63,33.3,0
30.86,8.6,3.91,19.35,0.075,54.79,56,46.3,0
34.15,7.39,4.91,16.54,0.076,46.28,88,68.2,0
27.5,7.78,4.67,13.24,0.061,63.71,90,33.2,0
27.99,8.14,4.36,9.74,0.073,49.8,81,53.9,0
28.39,8.02,4.45,24.8,0.09,33.69,78,41.2,0
28.02,7.38,6.39,22.79,0.163,41.12,103,84.1,0
27.22,7.35,4.25,26.11,0.066,36.78,88,47.2,0
23.47,8.34,5.71,20.38,0.289,49.32,26,50.3,1
28.13,8.46,5.39,2.15,0.047,42.9,65,46.3,0
29.74,8.63,3.25,10.53,0.254,32.57,92,38.8,1
28.01,8.79,5.65,20.79,0.143,42.13,42,59.2,0
32.87,7.87,3.23,15.78,0.035,48.92,113,27.6,1
29.03,7.63,5.79,14.65,0.088,26.9,67,15.0,0
31.58,8.54,4.37,11.38,0.353,46.76,48,42.7,0
29.52,8.19,5.01,23.69,0.36,18.32,55,57.2,0
30.65,7.26,3.38,20.74,0.166,58.58,84,36.3,0
29.56,7.23,5.15,21.01,0.145,49.91,95,47.8,0
31.74,8.07,6.16,14.2,0.159,66.44,40,26.7,0
29.11,7.7,3.99,19.06,0.086,25.25,30,60.9,0
29.99,7.79,4.24,9.97,0.05,59.0,20,54.8,0
29.73,8.39,5.57,17.22,0.118,56.04,69,45.3,0
28.42,8.22,5.6,2.83,0.149,39.27,121,47.5,0
29.81,8.53,1.96,8.59,0.172,36.35,125,24.1,0
33.47,6.74,7.52,16.07,0.167,25.72,77,24.8,0
28.46,7.94,5.66,32.25,0.201,21.81,73,43.2,0
29.84,8.18,5.87,7.2,0.458,30.73,70,52.7,1
31.52,6.96,4.82,10.54,0.14,23.16,38,53.5,0
31.28,7.44,2.68,19.3,0.278,65.94,59,39.6,1
29.02,7.34,5.84,28.62,0.177,19.47,122,56.2,0
24.23,7.81,4.29,19.21,0.492,44.23,83,66.3,1
30.03,8.7,5.68,22.21,0.124,48.54,39,43.7,0
24.56,8.91,4.73,15.97,0.113,47.36,20,49.6,0
31.94,7.35,5.3,14.94,0.266,48.68,100,41.9,0
29.34,8.09,4.03,18.49,0.266,56.2,118,43.1,0
31.0,8.11,6.08,14.05,0.092,35.31,23,47.5,0
27.2,8.01,3.51,22.35,0.172,43.31,55,70.5,0
25.89,8.02,7.81,8.36,0.202,37.6,112,58.7,1
29.52,7.97,7.8,23.34,0.194,61.54,40,57.4,0
28.93,8.73,7.04,18.24,0.159,73.5,31,38.2,1
28.02,8.41,6.59,16.71,0.018,24.09,57,31.5,0
29.17,7.22,4.89,8.14,0.196,11.53,57,50.8,0
34.53,8.24,6.46,12.12,0.203,50.54,67,63.7,0
30.67,8.29,4.88,25.19,0.164,58.06,125,70.9,0
31.1,7.97,3.06,16.75,0.084,71.35,126,10.0,1
30.69,8.42,6.88,19.67,0.328,53.07,79,81.7,1
31.96,7.9,6.41,12.72,0.049,62.94,19,51.3,0
28.62,7.91,4.96,17.83,0.269,66.9,41,58.6,1
24.89,7.87,3.47,9.77,0.048,63.97,31,18.9,1
28.62,6.69,4.27,18.6,0.246,55.22,10,41.4,0
30.62,7.76,2.72,20.22,0.051,22.77,55,57.3,0
27.06,7.43,6.18,19.92,0.236,41.87,10,27.4,0
28.65,7.15,3.0,12.58,0.381,46.5,78,10.0,1
27.62,8.59,5.36,15.95,0.382,40.5,42,50.0,0
32.0,8.08,3.95,21.22,0.324,41.43,96,44.3,0
30.5,7.78,3.22,16.73,0.124,65.51,73,66.6,1
30.3,7.49,5.3,16.28,0.072,30.65,124,42.6,0
30.24,7.96,4.58,29.42,0.108,53.99,68,43.7,0
28.93,8.35,6.05,12.29,0.255,46.75,28,55.5,0
29.4,7.35,3.42,24.48,0.194,29.14,120,60.5,1
26.63,7.8,4.05,11.07,0.523,25.85,47,34.4,0
24.63,8.28,2.02,21.93,0.078,16.48,101,59.2,1
29.3,6.74,2.27,22.25,0.399,49.28,103,37.2,1
29.65,7.77,7.25,14.94,0.115,41.05,120,45.2,0
31.42,7.56,7.6,10.7,0.048,29.61,86,55.1,0
32.14,7.73,5.12,6.18,0.155,13.86,71,57.7,1
32.14,7.52,3.97,14.31,0.19,48.49,56,49.8,0
27.0,7.88,4.63,21.16,0.303,39.39,63,28.8,0
28.3,8.86,6.09,11.53,0.078,31.29,103,16.9,0
29.96,7.62,4.36,18.58,0.155,27.54,77,42.2,0
34.06,7.96,5.3,9.14,0.125,38.42,15,59.6,0
31.96,8.9,4.98,16.6,0.092,49.05,54,51.7,0
31.24,7.5,4.29,11.12,0.371,37.05,119,48.6,0
28.22,8.8,4.34,17.53,0.192,24.17,35,44.9,0
27.23,7.8,5.37,14.99,0.009,41.13,66,49.6,0
30.58,8.78,3.78,10.86,0.157,57.68,110,30.1,0
26.8,8.21,5.56,14.05,0.024,42.6,44,56.7,0
28.52,7.97,4.41,12.4,0.145,43.03,91,57.7,0
28.77,7.76,5.16,10.12,0.029,37.11,104,39.7,0
32.19,7.46,6.73,24.5,0.193,28.66,49,51.6,0
28.29,7.84,4.79,15.84,0.023,28.16,117,19.3,0
24.12,8.29,6.15,4.79,0.051,17.07,63,47.7,0
30.01,7.79,2.76,14.26,0.226,59.72,45,43.0,0
27.6,7.63,4.41,23.49,0.124,48.94,37,63.9,0
29.09,7.66,5.03,13.43,0.032,43.24,41,42.0,0
28.83,8.35,7.4,26.99,0.355,46.43,77,58.0,0
28.45,8.47,2.55,12.86,0.087,47.09,37,39.1,0
30.58,7.43,4.88,21.02,0.1,30.98,53,10.7,0
25.93,7.43,6.82,24.22,0.108,37.12,95,41.6,0
27.97,8.01,4.02,20.7,0.205,34.89,115,48.0,0
30.37,8.64,4.73,9.75,0.093,79.67,91,47.3,1
27.77,8.43,5.41,12.35,0.112,57.3,73,47.5,0
25.78,7.11,5.23,25.02,0.283,44.52,93,37.4,1
30.34,7.65,6.96,13.17,0.258,62.49,59,40.1,0
31.25,7.29,5.56,23.85,0.106,60.6,42,28.1,0
28.91,7.65,6.66,15.42,0.109,21.29,99,15.1,0
25.08,8.68,4.55,18.85,0.005,38.66,26,43.4,0
30.41,7.02,4.07,9.68,0.143,41.76,118,33.8,0
25.68,6.91,4.72,14.35,0.232,51.17,61,61.2,1
29.62,7.34,3.55,12.75,0.089,38.64,108,12.3,0
27.23,7.96,5.6,19.35,0.318,40.52,21,49.4,0
26.68,8.14,4.52,18.56,0.02,35.08,69,76.8,0
28.12,8.04,4.16,20.78,0.055,57.73,60,42.3,0
28.63,8.45,5.62,15.06,0.3,20.35,52,45.0,0
27.71,6.83,3.57,12.42,0.226,35.59,71,51.4,0
30.18,8.45,5.96,19.1,0.019,14.34,89,52.6,0
28.11,7.63,4.4,11.82,0.024,26.56,123,38.9,0
30.96,8.2,6.45,24.47,0.195,46.76,108,29.9,0
29.56,7.07,4.51,17.31,0.166,47.04,37,54.8,0
27.6,7.8,5.79,16.04,0.099,37.3,127,16.4,0
27.27,7.93,5.22,20.77,0.31,58.86,69,57.5,0
25.71,8.44,5.93,17.54,0.068,62.31,64,39.1,0
29.58,6.93,5.14,8.05,0.01,40.96,11,45.0,0
28.29,7.82,2.92,11.63,0.205,45.76,90,37.1,0
24.26,7.2,6.26,24.35,0.239,35.21,116,66.5,0
27.93,8.08,4.89,18.5,0.072,51.4,45,48.7,0
27.2,8.23,5.99,7.91,0.04,24.09,114,40.2,0
32.15,8.51,5.86,20.11,0.011,68.94,20,39.8,0
25.59,7.51,4.03,14.64,0.122,59.1,126,42.8,0
26.12,8.31,3.86,12.75,0.159,24.02,40,81.0,0
31.22,8.55,5.82,11.13,0.252,30.16,67,25.2,0
31.71,6.9,4.62,24.0,0.167,48.32,11,61.2,0
27.51,8.14,6.17,6.21,0.077,36.93,117,53.5,0
27.74,8.33,4.78,12.97,0.143,50.17,71,68.1,0
30.23,7.66,6.28,18.72,0.261,36.61,126,54.4,0
24.35,7.13,5.53,27.47,0.158,64.87,54,45.1,0
25.28,8.32,5.36,21.32,0.234,42.12,17,60.3,0
28.44,7.14,4.53,12.92,0.043,78.31,91,48.4,0
32.1,7.7,5.29,27.18,0.199,51.04,29,56.3,0
28.13,7.78,6.49,9.87,0.167,21.76,83,66.4,0
29.2,8.19,4.93,19.59,0.092,73.3,14,46.4,0
31.27,7.46,5.66,20.93,0.265,58.48,30,38.6,0
33.21,7.42,5.06,12.71,0.454,47.7,86,35.3,1
27.85,7.85,5.16,22.19,0.018,51.7,90,51.8,0
28.97,8.35,7.15,14.92,0.096,24.16,28,31.8,0
32.64,9.06,6.5,22.17,0.115,14.93,32,39.8,0
25.96,6.97,5.1,6.96,0.122,41.37,113,30.5,1
31.06,7.97,5.27,20.01,0.07,62.68,10,52.6,0
26.96,7.2,4.12,15.53,0.023,47.94,37,33.7,0
29.2,8.36,4.78,24.9,0.101,67.64,126,25.7,0
28.51,7.28,5.39,17.74,0.115,61.82,75,28.3,0
27.08,7.43,6.06,25.5,0.093,42.31,13,36.4,0
27.03,7.48,5.94,21.05,0.118,59.76,117,37.8,0
29.55,7.76,3.61,17.23,0.146,64.84,51,48.8,0
30.99,7.98,6.22,22.73,0.104,40.8,95,42.6,0
28.74,8.07,4.89,22.76,0.069,38.79,86,50.6,0
29.14,7.8,3.77,20.83,0.118,44.11,54,51.8,0
30.14,7.07,6.67,4.25,0.155,5.82,54,56.1,0
27.06,8.2,6.83,12.1,0.127,46.21,76,16.4,0
30.48,7.77,5.33,26.3,0.475,52.81,55,28.1,0
30.64,8.44,5.89,10.46,0.163,44.17,30,53.3,0
34.21,7.41,5.96,23.29,0.122,47.17,96,48.2,0
28.25,6.92,6.74,22.24,0.06,41.35,90,59.7,0
28.08,7.78,5.91,13.65,0.061,12.04,82,21.8,0
30.54,8.51,3.34,6.03,0.094,66.94,98,37.9,1
30.64,7.89,7.51,14.59,0.096,36.48,72,40.6,0
27.93,7.69,6.33,30.47,0.093,32.73,121,47.5,0
28.19,7.32,4.36,12.82,0.169,62.37,116,45.5,0
30.08,8.77,3.71,13.23,0.259,56.68,127,52.0,1
27.34,7.23,5.63,12.01,0.205,46.1,22,43.3,0
28.18,7.4,4.65,25.29,0.188,53.54,22,65.6,0
29.18,8.11,5.41,16.54,0.054,24.68,66,70.4,0
30.99,6.78,5.93,14.24,0.287,40.79,93,28.2,1
27.79,8.5,4.29,26.48,0.059,61.42,38,45.7,0
25.32,8.14,3.6,21.48,0.152,31.84,23,57.0,0
25.17,8.29,5.48,12.48,0.179,27.03,14,53.8,0
26.48,8.11,4.33,10.66,0.293,43.18,76,38.9,0
26.37,7.71,5.18,24.95,0.417,43.53,127,48.8,0
28.69,7.22,3.32,18.1,0.09,51.71,65,21.2,0
26.62,7.72,4.68,8.71,0.142,21.33,98,44.7,0
27.59,7.26,5.89,7.3,0.274,5.0,16,23.1,1
27.45,8.07,5.76,11.3,0.442,55.82,35,52.6,0
28.12,8.24,4.01,10.56,0.099,25.76,91,28.3,0
31.65,8.61,3.54,5.72,0.057,32.85,58,47.4,1
30.32,8.0,5.02,11.4,0.032,9.25,13,49.8,0
29.03,8.31,5.7,12.49,0.066,57.34,37,46.1,0
28.08,7.64,5.51,15.22,0.236,47.26,105,35.5,0
28.13,7.54,4.36,28.16,0.246,46.65,92,41.8,0
29.66,8.06,5.37,16.4,0.163,46.55,107,62.7,0
30.17,7.59,6.88,16.99,0.095,11.1,52,38.6,0
27.18,7.95,5.26,21.06,0.169,27.22,121,45.3,0
29.07,7.22,2.96,16.58,0.128,35.22,120,36.6,0
24.94,7.32,5.25,20.4,0.099,30.77,54,60.3,0
29.42,8.15,7.55,19.68,0.157,37.93,34,46.2,0
30.52,8.29,3.39,18.74,0.092,45.69,125,33.5,0
28.44,7.26,5.04,34.6,0.157,57.1,51,45.1,0
32.63,8.17,4.72,23.47,0.176,19.8,69,41.4,0
27.24,7.51,5.12,11.51,0.209,41.87,121,65.9,0
29.43,7.81,5.24,20.22,0.024,52.67,42,44.3,0
28.93,8.58,6.42,13.25,0.289,28.14,116,24.3,0
28.8,8.24,5.11,20.68,0.115,39.11,29,52.5,0
28.77,8.24,6.6,9.75,0.421,49.0,45,71.8,1
29.21,8.85,4.85,11.35,0.237,42.17,56,63.0,0
30.7,7.41,4.56,20.06,0.058,52.11,67,28.5,0
31.76,7.26,4.16,23.99,0.19,43.42,39,41.0,0
29.0,7.4,2.73,21.02,0.275,37.32,116,44.5,1
30.63,7.66,5.34,23.12,0.103,24.41,89,44.7,0
27.6,6.5,7.57,20.24,0.054,45.71,90,50.7,0
30.53,7.69,5.57,19.03,0.046,43.5,97,39.8,0
27.48,7.5,5.86,14.98,0.031,27.11,86,31.3,0
31.18,8.23,4.48,22.88,0.012,50.73,87,59.3,0
33.42,7.99,4.69,24.15,0.117,61.02,89,28.1,0
28.76,7.47,6.23,17.62,0.048,32.1,96,33.0,0
24.61,8.12,7.51,17.3,0.072,31.09,120,28.1,0
27.9,8.2,6.86,27.55,0.428,30.54,33,54.2,0
31.46,7.38,6.01,17.88,0.177,16.82,72,46.6,0
30.11,7.53,5.04,18.45,0.057,72.07,32,58.3,0
29.5,6.58,5.26,20.91,0.566,35.27,31,33.2,1
31.02,7.2,4.06,17.41,0.156,29.12,123,26.2,0
29.97,7.39,3.19,13.08,0.532,25.1,66,38.3,1
31.44,7.84,3.59,20.27,0.359,36.18,94,42.3,0
30.84,7.28,5.06,17.77,0.16,31.57,97,48.1,0
32.04,7.52,4.64,29.05,0.116,63.57,13,19.8,0
29.72,7.13,3.16,22.73,0.234,23.27,69,52.2,0
30.81,7.89,4.95,14.43,0.15,18.92,31,31.6,0
28.39,8.03,4.6,22.37,0.085,50.28,47,35.3,0
27.8,8.02,3.53,19.85,0.081,40.39,32,62.6,0
32.41,7.81,4.54,25.86,0.261,38.66,89,12.3,1
29.43,6.95,4.6,14.85,0.056,50.39,25,49.8,0
30.61,7.46,4.23,19.13,0.259,44.05,64,49.8,0
29.25,7.58,6.16,17.41,0.131,41.3,46,32.7,0
27.83,7.58,2.62,18.35,0.025,20.92,125,38.3,0
29.02,7.84,2.52,12.69,0.274,16.98,104,63.3,1
31.87,8.58,5.0,21.46,0.058,31.49,52,74.4,0
30.11,8.25,5.12,20.51,0.065,25.73,45,61.0,0
25.58,7.26,5.51,25.71,0.107,46.04,96,73.3,0
28.57,8.17,4.33,17.94,0.122,15.02,85,34.6,0
32.56,8.15,3.85,15.53,0.161,35.29,76,21.3,0
28.57,7.36,4.99,22.74,0.264,39.4,18,44.2,0
25.4,8.27,4.45,13.23,0.257,41.41,19,57.1,1
32.79,7.71,6.94,24.51,0.078,47.98,86,17.2,0
30.36,7.02,4.59,24.5,0.081,37.1,66,31.1,0
28.86,8.05,4.93,25.54,0.244,31.99,109,32.8,0
28.26,7.92,8.09,20.26,0.049,60.67,13,50.3,0
31.16,7.67,4.76,15.08,0.131,37.2,32,48.4,0
27.92,7.78,5.7,18.66,0.341,63.29,104,33.4,0
31.3,7.4,5.81,20.28,0.089,37.12,127,47.7,0
30.08,8.14,5.91,14.64,0.03,41.76,98,27.8,0
29.49,7.78,5.36,26.0,0.058,39.92,11,38.6,0
29.29,7.89,5.24,21.48,0.061,45.47,16,26.0,0
28.65,8.0,5.13,12.65,0.053,35.7,115,42.7,0
31.09,7.16,4.28,29.3,0.103,43.44,69,33.0,0
27.27,7.31,5.41,18.58,0.525,64.96,69,55.4,0
25.76,6.58,7.54,11.44,0.186,57.73,125,44.6,0
30.23,8.11,6.51,13.02,0.111,57.84,39,41.6,0
30.26,7.13,5.38,26.93,0.119,21.87,44,71.5,0
29.96,7.87,6.07,28.95,0.069,24.3,92,50.7,0
29.82,8.0,3.91,24.06,0.119,45.27,118,39.5,0
28.36,8.13,4.67,25.92,0.33,53.56,53,36.2,0
30.57,7.14,6.18,25.3,0.135,34.21,28,27.3,0
28.91,7.76,6.86,21.34,0.256,31.54,16,44.0,0
28.03,8.72,4.04,19.97,0.232,62.91,10,49.6,0
28.38,8.74,4.4,21.24,0.509,52.29,54,16.3,1
33.04,8.34,7.73,22.42,0.229,57.87,73,24.5,0
25.53,7.99,5.12,13.55,0.485,35.38,68,37.3,0
30.0,7.25,7.28,22.39,0.27,34.2,38,28.5,0
25.64,8.2,5.26,26.75,0.161,56.23,91,45.6,0
28.78,7.71,5.31,16.76,0.064,38.06,115,47.7,0
28.13,8.11,4.62,16.12,0.255,32.84,37,43.2,0
24.83,7.45,6.18,20.86,0.271,28.3,90,53.3,1
29.78,7.7,6.7,14.1,0.276,34.33,75,36.2,0
28.24,7.89,3.71,10.1,0.004,55.13,92,44.3,0
24.8,7.94,4.56,24.89,0.087,19.36,11,30.0,0
30.68,8.07,6.14,15.29,0.184,51.44,90,49.3,0
31.87,7.48,4.84,18.11,0.093,31.38,99,46.1,0
31.98,7.06,4.38,14.34,0.08,38.85,91,27.0,0
29.72,8.69,6.26,25.66,0.069,39.81,110,42.7,0
29.09,9.17,6.38,23.12,0.026,38.69,99,44.4,0
31.66,8.05,4.44,16.56,0.177,37.69,128,49.2,0
32.36,7.07,5.27,10.92,0.075,35.33,90,49.8,0
31.27,7.37,3.49,15.92,0.089,33.43,63,34.2,0
27.12,8.08,3.88,21.42,0.111,61.8,110,56.5,0
29.4,8.54,5.16,19.13,0.199,42.38,93,52.8,0
29.88,7.13,5.04,18.65,0.158,40.11,76,34.1,0
25.38,7.73,3.79,19.27,0.152,32.33,79,27.9,0
29.94,7.91,4.11,22.55,0.009,35.88,52,35.3,0
33.55,8.28,3.67,17.75,0.26,32.38,83,22.9,0
30.28,7.61,5.57,20.7,0.403,53.48,66,48.1,0
31.95,6.94,2.54,12.08,0.149,30.7,25,62.8,1
29.37,8.14,3.74,33.32,0.047,8.31,62,66.3,0
28.85,8.42,2.67,16.3,0.082,42.87,123,28.7,0
29.76,7.75,5.52,19.22,0.049,37.81,49,56.8,0
27.37,8.02,2.75,21.4,0.37,33.21,91,46.3,1
27.07,7.54,5.04,15.54,0.089,55.67,59,10.0,0
31.53,7.33,7.05,18.05,0.154,5.0,44,40.0,0
31.74,8.36,7.09,17.97,0.108,65.64,56,38.3,0
27.02,8.01,2.74,12.52,0.192,57.82,125,63.2,0
30.94,8.07,5.37,20.63,0.06,32.58,23,31.9,0
28.83,8.63,3.76,8.1,0.15,35.24,90,53.4,0
29.68,7.22,3.51,28.52,0.09,49.57,109,43.4,0
29.92,7.5,4.86,22.76,0.285,49.97,32,23.3,0
30.99,7.89,6.54,21.83,0.011,32.49,100,36.7,0
29.17,7.49,5.75,7.58,0.098,17.75,86,68.0,0
31.82,8.23,4.11,13.24,0.266,73.71,50,42.4,1
29.62,7.7,5.88,26.34,0.244,56.34,31,58.6,0
30.25,7.25,2.2,35.0,0.028,44.35,123,57.8,1
27.33,7.84,4.06,25.17,0.225,44.64,33,38.3,0
33.32,7.89,3.97,24.22,0.055,51.32,123,25.7,0
29.94,8.31,5.1,21.15,0.071,53.12,87,27.7,0
30.43,8.02,4.75,12.92,0.255,10.7,112,66.8,1
25.78,8.05,4.82,23.97,0.097,36.74,45,47.3,0
27.35,7.98,4.78,11.39,0.026,35.18,13,19.0,0
31.48,7.7,5.03,10.74,0.042,39.58,88,57.5,0
29.57,7.41,5.68,10.36,0.132,53.56,54,18.2,0
25.17,7.96,5.19,23.85,0.094,15.15,76,32.6,0
31.08,7.62,4.64,17.66,0.092,21.76,64,46.2,0
27.91,8.73,5.5,18.61,0.19,31.77,48,82.8,1
31.82,8.54,6.03,17.91,0.165,44.32,96,57.2,0
28.82,8.15,4.3,11.25,0.1,54.48,70,37.8,0
29.41,8.01,4.93,13.98,0.247,66.47,86,45.4,0
31.36,7.75,6.45,14.28,0.191,37.7,90,58.8,0
27.21,7.11,3.62,9.57,0.157,54.46,91,66.3,0
27.01,7.68,7.26,14.97,0.081,52.65,49,41.3,0
